Year,Make,Model,Mileage,Price,Body,Color,Engine,Country,Make_Model
2011,Dodge,Nitro,83893,9995,SUV,Gray,6 Cyl,USA,Dodge Nitro
2015,Dodge,Charger,20144,17991,Sedan,Black,6 Cyl,USA,Dodge Charger
2017,Dodge,Journey,6502,20200,SUV,White,6 Cyl,USA,Dodge Journey
2016,Dodge,Journey,27365,15699,SUV,White,4 Cyl,USA,Dodge Journey
2017,Dodge,Charger,7811,57995,Sedan,Red,8 Cyl,USA,Dodge Charger
2014,Dodge,Charger,35263,16995,Sedan,Blue,6 Cyl,USA,Dodge Charger
2013,Dodge,Avenger,35219,9291,Sedan,Blue,4 Cyl,USA,Dodge Avenger
2017,Dodge,Charger,21958,42990,Sedan,Gray,8 Cyl,USA,Dodge Charger
2014,Dodge,Durango,30765,19995,SUV,Black,6 Cyl,USA,Dodge Durango
2016,Dodge,Journey,19423,17500,SUV,Red,4 Cyl,USA,Dodge Journey
2016,Dodge,Challenger,15729,18986,Coupe,Black,6 Cyl,USA,Dodge Challenger
2015,Dodge,Charger,25255,16989,Sedan,Black,6 Cyl,USA,Dodge Charger
2017,Dodge,Charger,25268,21812,Sedan,Gray,6 Cyl,USA,Dodge Charger
2016,Dodge,Journey,42494,17808,SUV,Gray,4 Cyl,USA,Dodge Journey
2013,Dodge,Grand,68706,10899,Minivan,White,6 Cyl,USA,Dodge Grand
2016,Dodge,Grand,25084,15595,Minivan,White,6 Cyl,USA,Dodge Grand
2016,Dodge,Charger,22048,18995,Sedan,Gray,6 Cyl,USA,Dodge Charger
2002,Dodge,Dakota,78982,6975,Pickup,Blue,8 Cyl,USA,Dodge Dakota
2016,Dodge,Durango,11898,23899,SUV,White,6 Cyl,USA,Dodge Durango
2012,Dodge,Journey,36822,10986,SUV,Red,4 Cyl,USA,Dodge Journey
2014,Dodge,Grand,47612,13985,Minivan,White,6 Cyl,USA,Dodge Grand
2013,Dodge,Durango,60637,22991,SUV,Black,8 Cyl,USA,Dodge Durango
2017,Dodge,Journey,5237,14991,SUV,Red,4 Cyl,USA,Dodge Journey
2014,Dodge,Journey,63757,11695,SUV,Blue,4 Cyl,USA,Dodge Journey
2017,Dodge,Challenger,7322,34985,Coupe,Black,8 Cyl,USA,Dodge Challenger
2014,Dodge,Challenger,65429,14900,Coupe,Gray,6 Cyl,USA,Dodge Challenger
2016,Dodge,Journey,22539,18475,SUV,Silver,4 Cyl,USA,Dodge Journey
2009,Dodge,Ram,72949,14985,Pickup,Gray,8 Cyl,USA,Dodge Ram
2017,Dodge,Journey,15302,18985,SUV,Gray,6 Cyl,USA,Dodge Journey
2016,Dodge,Challenger,5011,49498,Coupe,Red,8 Cyl,USA,Dodge Challenger
2017,Dodge,Journey,17330,15090,SUV,Blue,4 Cyl,USA,Dodge Journey
2012,Dodge,Journey,63654,9700,SUV,Black,6 Cyl,USA,Dodge Journey
2015,Dodge,Dart,62940,9831,Sedan,Blue,4 Cyl,USA,Dodge Dart
2002,Dodge,Dakota,78982,6975,Pickup,Blue,8 Cyl,USA,Dodge Dakota
2013,Dodge,Charger,70372,14798,Sedan,Red,6 Cyl,USA,Dodge Charger
2017,Dodge,Charger,5394,21888,Sedan,Black,6 Cyl,USA,Dodge Charger
2014,Dodge,Journey,63757,11695,SUV,Blue,4 Cyl,USA,Dodge Journey
2017,Dodge,Journey,24251,18311,SUV,Black,6 Cyl,USA,Dodge Journey
2015,Dodge,Challenger,87646,18995,Coupe,Black,8 Cyl,USA,Dodge Challenger
2017,Dodge,Journey,21990,17293,SUV,Gray,4 Cyl,USA,Dodge Journey
2016,Dodge,Grand,50143,17896,Minivan,Black,6 Cyl,USA,Dodge Grand
2017,Dodge,Journey,11140,21496,SUV,Silver,6 Cyl,USA,Dodge Journey
2017,Dodge,Journey,23389,18798,SUV,Black,6 Cyl,USA,Dodge Journey
2017,Dodge,Durango,34410,31996,SUV,Black,6 Cyl,USA,Dodge Durango
2015,Dodge,Journey,26453,18421,SUV,White,4 Cyl,USA,Dodge Journey
2016,Dodge,Challenger,10843,51977,Coupe,White,8 Cyl,USA,Dodge Challenger
2014,Dodge,Durango,51134,24285,SUV,Gray,6 Cyl,USA,Dodge Durango
2017,Dodge,Charger,7543,38990,Sedan,Gray,8 Cyl,USA,Dodge Charger
2014,Dodge,Charger,41023,20995,Sedan,Silver,8 Cyl,USA,Dodge Charger
2016,Dodge,Journey,27365,15699,SUV,White,4 Cyl,USA,Dodge Journey
2017,Dodge,Charger,14785,20000,Sedan,Red,6 Cyl,USA,Dodge Charger
2015,Dodge,Durango,26342,23888,SUV,Gray,6 Cyl,USA,Dodge Durango
2014,Dodge,Durango,38957,20995,SUV,Gray,6 Cyl,USA,Dodge Durango
2014,Dodge,Avenger,80996,7988,Sedan,Red,4 Cyl,USA,Dodge Avenger
2016,Dodge,Journey,30606,14990,SUV,Silver,4 Cyl,USA,Dodge Journey
2015,Dodge,Challenger,25020,22482,Coupe,Black,6 Cyl,USA,Dodge Challenger
2015,Dodge,Journey,26621,13995,SUV,Gray,4 Cyl,USA,Dodge Journey
2017,Dodge,Charger,9081,56897,Sedan,Green,8 Cyl,USA,Dodge Charger
2015,Dodge,Durango,58735,27950,SUV,White,8 Cyl,USA,Dodge Durango
2010,Dodge,Challenger,69750,12500,Coupe,Red,6 Cyl,USA,Dodge Challenger
2015,Dodge,Journey,38461,15900,SUV,Silver,4 Cyl,USA,Dodge Journey
2017,Dodge,Journey,23232,17333,SUV,Gray,4 Cyl,USA,Dodge Journey
2017,Dodge,Journey,16724,19777,SUV,White,4 Cyl,USA,Dodge Journey
2016,Dodge,Charger,47467,17777,Sedan,Black,6 Cyl,USA,Dodge Charger
2016,Dodge,Charger,19402,34888,Sedan,Red,8 Cyl,USA,Dodge Charger
2017,Dodge,Durango,11338,25739,SUV,White,6 Cyl,USA,Dodge Durango
2016,Dodge,Journey,23993,18876,SUV,Black,6 Cyl,USA,Dodge Journey
2016,Dodge,Challenger,7885,31999,Coupe,Red,8 Cyl,USA,Dodge Challenger
2014,Dodge,Avenger,80996,7988,Sedan,Red,4 Cyl,USA,Dodge Avenger
2016,Dodge,Journey,30606,14990,SUV,Silver,4 Cyl,USA,Dodge Journey
2015,Dodge,Durango,21870,26500,SUV,Gray,6 Cyl,USA,Dodge Durango
2017,Dodge,Journey,8088,15888,SUV,Black,4 Cyl,USA,Dodge Journey
2014,Dodge,Charger,73840,12999,Sedan,Blue,6 Cyl,USA,Dodge Charger
2016,Dodge,Challenger,14720,50423,Coupe,Orange,8 Cyl,USA,Dodge Challenger
2012,Dodge,Journey,63654,9700,SUV,Black,6 Cyl,USA,Dodge Journey
2015,Dodge,Dart,62940,9831,Sedan,Blue,4 Cyl,USA,Dodge Dart
2013,Dodge,Challenger,39496,20997,Coupe,Red,8 Cyl,USA,Dodge Challenger
2014,Dodge,Charger,12671,22000,Sedan,Gray,8 Cyl,USA,Dodge Charger
2015,Dodge,Journey,50240,13775,SUV,Black,4 Cyl,USA,Dodge Journey
2016,Dodge,Challenger,9118,27899,Coupe,Orange,8 Cyl,USA,Dodge Challenger
2016,Dodge,Challenger,13274,33737,Coupe,Orange,8 Cyl,USA,Dodge Challenger
2015,Dodge,Durango,38641,28775,SUV,Black,8 Cyl,USA,Dodge Durango
2014,Dodge,Challenger,29722,23000,Coupe,Red,8 Cyl,USA,Dodge Challenger
2013,Dodge,Charger,65903,19524,Sedan,White,8 Cyl,USA,Dodge Charger
2016,Dodge,Journey,22789,18938,SUV,Black,6 Cyl,USA,Dodge Journey
2017,Dodge,Charger,8126,23789,Sedan,Black,6 Cyl,USA,Dodge Charger
2015,Dodge,Grand,42625,14500,Minivan,Beige,6 Cyl,USA,Dodge Grand
2013,Dodge,Grand,68706,10899,Minivan,White,6 Cyl,USA,Dodge Grand
2016,Dodge,Journey,20561,15595,SUV,Red,6 Cyl,USA,Dodge Journey
2014,Dodge,Durango,83132,22331,SUV,Gray,8 Cyl,USA,Dodge Durango
2015,Dodge,Dart,31254,11167,Sedan,Red,4 Cyl,USA,Dodge Dart
2015,Dodge,Dart,25000,10999,Sedan,Gray,4 Cyl,USA,Dodge Dart
2015,Dodge,Journey,36716,14990,SUV,Red,4 Cyl,USA,Dodge Journey
2016,Dodge,Charger,18226,23981,Sedan,Orange,6 Cyl,USA,Dodge Charger
2017,Dodge,Journey,11937,18491,SUV,Silver,4 Cyl,USA,Dodge Journey
2015,Dodge,Durango,32769,25995,SUV,Silver,6 Cyl,USA,Dodge Durango
2015,Dodge,Challenger,29719,23995,Coupe,Silver,8 Cyl,USA,Dodge Challenger
2005,Dodge,Ram,66192,9395,Pickup,Silver,8 Cyl,USA,Dodge Ram
2015,Dodge,Charger,21140,22296,Sedan,Black,6 Cyl,USA,Dodge Charger
2017,Dodge,Charger,16279,20488,Sedan,Black,6 Cyl,USA,Dodge Charger
2013,Dodge,Avenger,35219,9291,Sedan,Blue,4 Cyl,USA,Dodge Avenger
2016,Dodge,Journey,41705,14450,SUV,Gray,6 Cyl,USA,Dodge Journey
2017,Dodge,Challenger,24262,26667,Coupe,Black,8 Cyl,USA,Dodge Challenger
2017,Dodge,Grand,30379,20837,Minivan,White,6 Cyl,USA,Dodge Grand
2015,Dodge,Grand,60665,12886,Minivan,Gray,6 Cyl,USA,Dodge Grand
2013,Dodge,Grand,56886,12839,Minivan,White,6 Cyl,USA,Dodge Grand
2016,Dodge,Grand,28353,14795,Minivan,Black,6 Cyl,USA,Dodge Grand
2014,Dodge,Journey,49809,15558,SUV,Black,4 Cyl,USA,Dodge Journey
2015,Dodge,Challenger,14527,25000,Coupe,White,8 Cyl,USA,Dodge Challenger
2016,Dodge,Journey,24592,21800,SUV,Gray,6 Cyl,USA,Dodge Journey
2015,Dodge,Journey,66443,12979,SUV,Blue,6 Cyl,USA,Dodge Journey
2017,Dodge,Charger,9081,56897,Sedan,Green,8 Cyl,USA,Dodge Charger
2015,Dodge,Journey,26621,13995,SUV,Gray,4 Cyl,USA,Dodge Journey
2015,Dodge,Challenger,25020,22482,Coupe,Black,6 Cyl,USA,Dodge Challenger
2013,Dodge,Dart,66113,9950,Sedan,White,4 Cyl,USA,Dodge Dart
2013,Dodge,Dart,80808,9457,Sedan,White,4 Cyl,USA,Dodge Dart
2014,Dodge,Avenger,70704,8883,Sedan,Black,4 Cyl,USA,Dodge Avenger
2011,Dodge,Avenger,88366,7145,Sedan,Purple,6 Cyl,USA,Dodge Avenger
2015,Dodge,Dart,67280,7805,Sedan,Black,4 Cyl,USA,Dodge Dart
2015,Dodge,Charger,21819,21996,Sedan,Black,6 Cyl,USA,Dodge Charger
2013,Dodge,Challenger,74413,18875,Coupe,Black,8 Cyl,USA,Dodge Challenger
2017,Dodge,Durango,11338,25739,SUV,White,6 Cyl,USA,Dodge Durango
2016,Dodge,Durango,11898,23899,SUV,White,6 Cyl,USA,Dodge Durango
2016,Dodge,Durango,26563,29999,SUV,Red,6 Cyl,USA,Dodge Durango
2017,Dodge,Charger,16279,20488,Sedan,Black,6 Cyl,USA,Dodge Charger
2015,Dodge,Challenger,40499,22981,Coupe,Gray,8 Cyl,USA,Dodge Challenger
2016,Dodge,Challenger,8903,34000,Coupe,Black,8 Cyl,USA,Dodge Challenger
2015,Dodge,Charger,25255,16989,Sedan,Black,6 Cyl,USA,Dodge Charger
2013,Dodge,Avenger,35219,9291,Sedan,Blue,4 Cyl,USA,Dodge Avenger
2014,Dodge,Durango,62000,18495,SUV,Gray,6 Cyl,USA,Dodge Durango
2008,Dodge,Ram,73226,20995,Pickup,Red,8 Cyl,USA,Dodge Ram
2017,Dodge,Charger,8380,21717,Sedan,Gray,6 Cyl,USA,Dodge Charger
2016,Dodge,Charger,41918,19964,Sedan,Gray,8 Cyl,USA,Dodge Charger
2014,Dodge,Dart,29810,12250,Sedan,Red,4 Cyl,USA,Dodge Dart
2016,Dodge,Dart,11682,13969,Sedan,White,4 Cyl,USA,Dodge Dart
2015,Dodge,Challenger,28666,28900,Coupe,Gray,8 Cyl,USA,Dodge Challenger
2011,Dodge,Caliber,78270,6900,Hatchback,Orange,4 Cyl,USA,Dodge Caliber
2015,Dodge,Durango,21870,26500,SUV,Gray,6 Cyl,USA,Dodge Durango
2016,Dodge,Grand,13402,19995,Minivan,Gray,6 Cyl,USA,Dodge Grand
2014,Dodge,Durango,67614,18488,SUV,Gray,6 Cyl,USA,Dodge Durango
2016,Dodge,Dart,64154,11468,Sedan,Gray,4 Cyl,USA,Dodge Dart
2014,Dodge,Avenger,60079,9995,Sedan,Black,6 Cyl,USA,Dodge Avenger
2015,Dodge,Challenger,25020,22482,Coupe,Black,6 Cyl,USA,Dodge Challenger
2015,Dodge,Journey,26621,13995,SUV,Gray,4 Cyl,USA,Dodge Journey
2017,Dodge,Charger,9081,56897,Sedan,Green,8 Cyl,USA,Dodge Charger
2014,Dodge,Journey,87377,6900,SUV,Gray,4 Cyl,USA,Dodge Journey
2016,Dodge,Journey,21605,19000,SUV,Black,4 Cyl,USA,Dodge Journey
2017,Dodge,Durango,11338,25739,SUV,White,6 Cyl,USA,Dodge Durango
2016,Dodge,Journey,23993,18876,SUV,Black,6 Cyl,USA,Dodge Journey
2017,Dodge,Durango,38238,29995,SUV,White,6 Cyl,USA,Dodge Durango
2016,Dodge,Journey,22995,18993,SUV,White,4 Cyl,USA,Dodge Journey
2015,Dodge,Durango,38667,29993,SUV,Red,6 Cyl,USA,Dodge Durango
2016,Dodge,Grand,21019,19895,Minivan,Red,6 Cyl,USA,Dodge Grand
2015,Dodge,Journey,45136,15488,SUV,Blue,4 Cyl,USA,Dodge Journey
2016,Dodge,Grand,36032,14995,Minivan,Gray,6 Cyl,USA,Dodge Grand
2016,Dodge,Dart,38937,9999,Sedan,Silver,4 Cyl,USA,Dodge Dart
2015,Dodge,Challenger,22498,22995,Coupe,Silver,8 Cyl,USA,Dodge Challenger
2017,Dodge,Charger,7543,38990,Sedan,Gray,8 Cyl,USA,Dodge Charger
2016,Dodge,Challenger,10843,51977,Coupe,White,8 Cyl,USA,Dodge Challenger
2014,Dodge,Durango,51134,24285,SUV,Gray,6 Cyl,USA,Dodge Durango
2016,Dodge,Journey,22539,18475,SUV,Silver,4 Cyl,USA,Dodge Journey
2013,Dodge,Journey,65306,11995,SUV,Black,6 Cyl,USA,Dodge Journey
2014,Dodge,Challenger,60940,16500,Coupe,Black,6 Cyl,USA,Dodge Challenger
2016,Dodge,Charger,23336,21975,Sedan,Black,6 Cyl,USA,Dodge Charger
2016,Dodge,Journey,23897,17858,SUV,Black,4 Cyl,USA,Dodge Journey
2016,Dodge,Grand,36144,17395,Minivan,Black,6 Cyl,USA,Dodge Grand
2013,Dodge,Dart,66113,9950,Sedan,White,4 Cyl,USA,Dodge Dart
2016,Dodge,Journey,23993,18876,SUV,Black,6 Cyl,USA,Dodge Journey
2002,Dodge,Dakota,78982,6975,Pickup,Blue,8 Cyl,USA,Dodge Dakota
2016,Dodge,Challenger,7285,27711,Coupe,White,8 Cyl,USA,Dodge Challenger
2016,Dodge,Durango,11898,23899,SUV,White,6 Cyl,USA,Dodge Durango
2016,Dodge,Charger,22048,18995,Sedan,Gray,6 Cyl,USA,Dodge Charger
2016,Dodge,Grand,36032,14995,Minivan,Gray,6 Cyl,USA,Dodge Grand
2015,Dodge,Challenger,21407,17884,Coupe,Red,6 Cyl,USA,Dodge Challenger
2016,Dodge,Dart,15191,12884,Sedan,Red,4 Cyl,USA,Dodge Dart
2015,Dodge,Challenger,20201,31900,Coupe,Black,8 Cyl,USA,Dodge Challenger
2014,Dodge,Charger,29364,18592,Sedan,Black,6 Cyl,USA,Dodge Charger
2014,Dodge,Durango,35944,31499,SUV,White,8 Cyl,USA,Dodge Durango
2017,Dodge,Durango,11338,25739,SUV,White,6 Cyl,USA,Dodge Durango
2014,Dodge,Journey,49809,15558,SUV,Black,4 Cyl,USA,Dodge Journey
2016,Dodge,Journey,23993,18876,SUV,Black,6 Cyl,USA,Dodge Journey
2017,Dodge,Charger,8126,23789,Sedan,Black,6 Cyl,USA,Dodge Charger
2015,Dodge,Challenger,35929,19489,Coupe,White,6 Cyl,USA,Dodge Challenger
2013,Dodge,Journey,65306,11995,SUV,Black,6 Cyl,USA,Dodge Journey
2014,Dodge,Grand,22612,15495,Minivan,Gray,6 Cyl,USA,Dodge Grand
2014,Dodge,Journey,44515,12584,SUV,White,4 Cyl,USA,Dodge Journey
2014,Dodge,Challenger,75342,14994,Coupe,Silver,6 Cyl,USA,Dodge Challenger
2007,Dodge,Ram,84153,15997,Pickup,Silver,8 Cyl,USA,Dodge Ram
2014,Dodge,Dart,35920,10495,Sedan,Blue,4 Cyl,USA,Dodge Dart
2013,Dodge,Durango,66745,16995,SUV,Gray,6 Cyl,USA,Dodge Durango
2017,Dodge,Durango,11338,25739,SUV,White,6 Cyl,USA,Dodge Durango
2015,Dodge,Challenger,21938,18900,Coupe,Black,6 Cyl,USA,Dodge Challenger
2015,Dodge,Dart,24807,12988,Sedan,White,4 Cyl,USA,Dodge Dart
2014,Dodge,SRT,11032,78987,Coupe,White,10 Cyl,USA,Dodge SRT
2014,Dodge,Journey,87377,6900,SUV,Gray,4 Cyl,USA,Dodge Journey
2015,Dodge,Challenger,32055,17995,Coupe,Red,6 Cyl,USA,Dodge Challenger
2016,Dodge,Grand,29734,15991,Minivan,White,6 Cyl,USA,Dodge Grand
2014,Dodge,Journey,87377,6900,SUV,Gray,4 Cyl,USA,Dodge Journey
2014,Dodge,Journey,87377,6900,SUV,Gray,4 Cyl,USA,Dodge Journey
2015,Dodge,Journey,26453,18421,SUV,White,4 Cyl,USA,Dodge Journey
2016,Dodge,Journey,36278,16988,SUV,Black,6 Cyl,USA,Dodge Journey
2017,Dodge,Journey,22771,15988,SUV,Gray,6 Cyl,USA,Dodge Journey
2016,Dodge,Journey,34826,15559,SUV,Black,6 Cyl,USA,Dodge Journey
2015,Dodge,Dart,27309,9995,Sedan,Orange,4 Cyl,USA,Dodge Dart
2014,Dodge,Charger,12671,22000,Sedan,Gray,8 Cyl,USA,Dodge Charger
2017,Dodge,Journey,8088,15888,SUV,Black,4 Cyl,USA,Dodge Journey
2014,Dodge,Challenger,45958,21990,Coupe,Black,8 Cyl,USA,Dodge Challenger
2016,Dodge,Durango,27104,24994,SUV,Gray,6 Cyl,USA,Dodge Durango
2014,Dodge,Dart,63620,10990,Sedan,Gray,4 Cyl,USA,Dodge Dart
2011,Dodge,Nitro,83893,9995,SUV,Gray,6 Cyl,USA,Dodge Nitro
2014,Dodge,Durango,34514,25410,SUV,Black,6 Cyl,USA,Dodge Durango
2015,Dodge,Dart,30945,8977,Sedan,Silver,4 Cyl,USA,Dodge Dart
2013,Dodge,Journey,65306,11995,SUV,Black,6 Cyl,USA,Dodge Journey
2014,Dodge,Challenger,60940,16500,Coupe,Black,6 Cyl,USA,Dodge Challenger
2014,Dodge,Challenger,5626,24995,Coupe,Black,8 Cyl,USA,Dodge Challenger
2017,Dodge,Journey,5405,22983,SUV,Gray,6 Cyl,USA,Dodge Journey
2015,Dodge,Durango,23092,29499,SUV,White,6 Cyl,USA,Dodge Durango
2017,Dodge,Charger,16279,20488,Sedan,Black,6 Cyl,USA,Dodge Charger
2017,Dodge,Challenger,8575,27600,Coupe,White,8 Cyl,USA,Dodge Challenger
2015,Dodge,Challenger,33466,28800,Coupe,Gray,8 Cyl,USA,Dodge Challenger
2016,Dodge,Grand,36032,14995,Minivan,Gray,6 Cyl,USA,Dodge Grand
2016,Dodge,Durango,26563,29999,SUV,Red,6 Cyl,USA,Dodge Durango
2012,Dodge,Challenger,22345,20999,Coupe,Gray,8 Cyl,USA,Dodge Challenger
2017,Dodge,Journey,38515,15492,SUV,White,6 Cyl,USA,Dodge Journey
2014,Dodge,Journey,87377,6900,SUV,Gray,4 Cyl,USA,Dodge Journey
2016,Dodge,Grand,21019,19895,Minivan,Red,6 Cyl,USA,Dodge Grand
2015,Dodge,Journey,45136,15488,SUV,Blue,4 Cyl,USA,Dodge Journey
2014,Dodge,Dart,34942,7995,Sedan,Black,4 Cyl,USA,Dodge Dart
2015,Dodge,Journey,47817,12997,SUV,Black,4 Cyl,USA,Dodge Journey
2016,Dodge,Grand,18824,16997,Minivan,Silver,6 Cyl,USA,Dodge Grand
2015,Dodge,Journey,40900,12997,SUV,Red,4 Cyl,USA,Dodge Journey
2016,Dodge,Journey,27365,15699,SUV,White,4 Cyl,USA,Dodge Journey
2016,Dodge,Dart,15191,12884,Sedan,Red,4 Cyl,USA,Dodge Dart
2015,Dodge,Journey,26621,13995,SUV,Gray,4 Cyl,USA,Dodge Journey
2016,Dodge,Journey,19423,17500,SUV,Red,4 Cyl,USA,Dodge Journey
2016,Jeep,Wrangler,15674,33688,SUV,Red,6 Cyl,USA,Jeep Wrangler
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,40995,17860,SUV,Gray,6 Cyl,USA,Jeep Grand
2015,Jeep,Cherokee,46951,16890,SUV,White,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,55740,19980,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,32780,17490,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,46951,16890,SUV,White,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,55740,19980,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,32780,17490,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Wrangler,26136,32499,SUV,Black,6 Cyl,USA,Jeep Wrangler
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2015,Jeep,Cherokee,46951,16890,SUV,White,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,55740,19980,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,32780,17490,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2014,Jeep,Cherokee,32895,15000,SUV,White,6 Cyl,USA,Jeep Cherokee
2017,Jeep,Renegade,11211,16143,SUV,White,4 Cyl,USA,Jeep Renegade
2012,Jeep,Patriot,82316,8989,SUV,Gray,4 Cyl,USA,Jeep Patriot
2015,Jeep,Wrangler,26136,32499,SUV,Black,6 Cyl,USA,Jeep Wrangler
2015,Jeep,Cherokee,46951,16890,SUV,White,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,55740,19980,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,32780,17490,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Patriot,72953,11490,SUV,Black,4 Cyl,USA,Jeep Patriot
2012,Jeep,Liberty,75864,10995,SUV,Black,6 Cyl,USA,Jeep Liberty
2012,Jeep,Patriot,58137,10495,SUV,Black,4 Cyl,USA,Jeep Patriot
2014,Jeep,Cherokee,32895,15000,SUV,White,6 Cyl,USA,Jeep Cherokee
2017,Jeep,Renegade,11211,16143,SUV,White,4 Cyl,USA,Jeep Renegade
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2015,Jeep,Wrangler,37546,31778,SUV,White,6 Cyl,USA,Jeep Wrangler
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2015,Jeep,Cherokee,46951,16890,SUV,White,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,55740,19980,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,32780,17490,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2014,Jeep,Cherokee,32895,15000,SUV,White,6 Cyl,USA,Jeep Cherokee
2014,Jeep,Cherokee,32895,15000,SUV,White,6 Cyl,USA,Jeep Cherokee
2017,Jeep,Renegade,11211,16143,SUV,White,4 Cyl,USA,Jeep Renegade
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2012,Jeep,Patriot,58137,10495,SUV,Black,4 Cyl,USA,Jeep Patriot
2014,Jeep,Cherokee,32895,15000,SUV,White,6 Cyl,USA,Jeep Cherokee
2017,Jeep,Renegade,11211,16143,SUV,White,4 Cyl,USA,Jeep Renegade
2015,Jeep,Cherokee,46951,16890,SUV,White,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,55740,19980,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,32780,17490,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,26398,19478,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2013,Jeep,Wrangler,76210,19988,SUV,White,6 Cyl,USA,Jeep Wrangler
2017,Jeep,Wrangler,14333,30993,SUV,Green,6 Cyl,USA,Jeep Wrangler
2017,Jeep,Wrangler,13517,29863,SUV,Gray,6 Cyl,USA,Jeep Wrangler
2014,Jeep,Cherokee,32895,15000,SUV,White,6 Cyl,USA,Jeep Cherokee
2016,Jeep,Wrangler,13346,39845,SUV,Green,6 Cyl,USA,Jeep Wrangler
2017,Jeep,Renegade,11211,16143,SUV,White,4 Cyl,USA,Jeep Renegade
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2012,Jeep,Grand,64823,16911,SUV,Blue,8 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,40995,17860,SUV,Gray,6 Cyl,USA,Jeep Grand
2015,Jeep,Grand,38986,21880,SUV,White,6 Cyl,USA,Jeep Grand
2014,Jeep,Grand,44007,20890,SUV,Black,6 Cyl,USA,Jeep Grand
2016,Jeep,Patriot,46137,13878,SUV,Red,4 Cyl,USA,Jeep Patriot
2015,Jeep,Grand,43112,24750,SUV,Silver,6 Cyl,USA,Jeep Grand
2011,Jeep,Grand,81595,18000,SUV,Silver,8 Cyl,USA,Jeep Grand
2015,Jeep,Wrangler,21002,28500,SUV,Green,6 Cyl,USA,Jeep Wrangler
2015,Jeep,Wrangler,26136,32499,SUV,Black,6 Cyl,USA,Jeep Wrangler
2015,Jeep,Cherokee,46951,16890,SUV,White,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,55740,19980,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Cherokee,32780,17490,SUV,Gray,6 Cyl,USA,Jeep Cherokee
2016,Jeep,Grand,43360,23988,SUV,Gray,6 Cyl,USA,Jeep Grand
2014,Jeep,Cherokee,32895,15000,SUV,White,6 Cyl,USA,Jeep Cherokee
2015,Jeep,Patriot,34731,11997,SUV,Red,4 Cyl,USA,Jeep Patriot
2015,Jeep,Wrangler,23777,22995,SUV,Black,6 Cyl,USA,Jeep Wrangler
2015,Jeep,Patriot,80000,10499,SUV,Black,4 Cyl,USA,Jeep Patriot
